Template Name,Rack Template Name,Front/Rear,Part Number,Material ID,SAP Code,CLEI-7,Manufacturer,Category/Equip Type/Model Name,Status,Shelf Name,Shelf AID Formula,Shelf AID Range,Description,Weight,Height,Width,Depth,Dim to Base,Dim to Left,Dim to Front,Dim to Top,Subclass
CS / NCS 4009 SHELF (NCS4009-SA-DC=),,,NCS4009-SA-DC=,11321658,10784695,WOM5P00,CISCO,CISCO NCS4009 SHELF,PRE_INVENTORY,[0-50],SHELF-<SHELF>,,NCS 4009 SHELF (NCS4009-SA-DC=),105.1,26.25,18.5,17.71,0,0,0,0,LGHTWV
